amazon link,amazon product group,audience,cinematographer,composer,condition,conductor,country,cover color,creation date,creator,current value,dewey decimal,EAN,edition,features,format,genres,height,illustrator,ISBN,item type,key,languages,length,library of congress,location,maximum players,minimum players,net rating,no. in series,no. of items,notes,owner,pages,platform,played / read,primary synopsis,private,publisher,purchase date,purchase price,rare,rating,release date,retail price,running time,screenwriter,serial number,series,shelves,signed,stars,subtitle,theatrical debut,title,tracks,unique item key,url,used,weight,width,your image URL
0596805888,Book,,,,,,us,"beige, tan, grey, pink, peach, light pink, brown, black, blue, salmon, dark purple, dark grey, dark brown, purple",2014-05-22 17:38:34 +0000,Jeff Potter,$5.83,,9780596805883,1,,Paperback,"Computers & Technology, Cookbooks, Food & Wine, Science & Math",0.87,,0596805888,Book,,"English (Unknown), English (Original Language), English (Published)",9.25,,,0,0,0,0,1,,,432,,0,"Are you the innovative type, the cook who marches to a different drummer -- used to expressing your creativity instead of just following recipes? Are you interested in the science behind what happens to food while it's cooking? Do you want to learn what makes a recipe work so you can improvise and create your own unique dish?, , More than just a cookbook, Cooking for Geeks applies your curiosity to discovery, inspiration, and invention in the kitchen. Why is medium-rare steak so popular? Why do we bake some things at 350 F/175 C and others at 375 F/190 C? And how quickly does a pizza cook if we overclock an oven to 1,000 F/540 C? Author and cooking geek Jeff Potter provides the answers and offers a unique take on recipes -- from the sweet (a ""mean"" chocolate chip cookie) to the savory (duck confit sugo)., , This book is an excellent and intriguing resource for anyone who wants to experiment with cooking, even if you don't consider yourself a geek. Initialize your kitchen and calibrate your toolsLearn about the important reactions in cooking, such as protein denaturation, Maillard reactions, and caramelization, and how they impact the foods we cookPlay with your food using hydrocolloids and sous vide cookingGain firsthand insights from interviews with researchers, food scientists, knife experts, chefs, writers, and more, including author Harold McGee, TV personality Adam Savage, chemist Hervé This, and xkcd, , From Cooking for Geeks: Butternut Squash Soup, , Purée in a food processor or with an immersion blender:, 2 cups (660g) butternut squash, peeled, cubed, and roasted (about 1 medium squash), 2 cups (470g) chicken, turkey, or vegetable stock, 1 small (130g) yellow onion, diced and sautéed, 1/2 teaspoon (1g) salt (adjust to taste), , Notes The weights are for the prepared ingredients and only rough suggestions. So, prepare each item individually. For example, for the squash, peel it, then coat it with olive oil, sprinkle it with salt, and roast it in the oven at a temperature around 400–425 F / 200–220 C until it begins to brown. When you go to purée the ingredients, hold back some of the squash and some of the stock, taste the purée, and see which you think it needs. Want it thicker? Add more squash. Thinner? Add more stock.This soup by itself is very basic. Garnish with whatever else you have on hand that you think might go well, such as garlic croutons and bacon. Or top with a small dab of cream, some toasted walnuts, and dried cranberries to give it a feeling of Thanksgiving. How about a teaspoon of maple syrup, a few thin slices of beef, and some fresh oregano? Chives, sour cream, and cheddar cheese? Why not! Instead of purchasing items to follow a recipe exactly, try using leftover ingredients from other meals to complement the squash soup.If you’re in a rush, you can “jump-start” the squash by microwaving it first. Peel and quarter the squash, using a spoon to scoop out the seeds. Then, cube it into 1–2” / 3–5 cm pieces, drop it into a glass baking pan that’s both oven and microwave safe, and nuke it for four to five minutes to partially heat the mass. Remove from microwave, coat the squash with olive oil and a light sprinkling of salt, and roast it in a preheated oven until done, about 20 to 30 minutes. If you’re not in a rush, you can skip the peeling step entirely: cut the squash in half, scoop out the seeds, add oil and salt, roast it for about an hour (until the flesh is soft), and use a spoon to scoop it out., , Pumpkin Cake, , There are two broad types of cake batters: high- ratio cakes--those that have more sugar and water than flour (or by some definitions, just a lot of sugar)--and low-ratio cakes—which tend to have coarser crumbs. For high-ratio cakes, there should be more sugar than flour (by weight) and more eggs than fats (again, by weight), and the liquid mass (eggs, milk, water) should be heavier than the sugar., , Consider this pumpkin cake, which is a high-ratio cake (245g of pumpkin contains 220g of water--you can look these sorts of things up in the USDA National Nutrient Database, available online at http://www.nal.usda.gov/fnic/foodcomp/search/)., , In a mixing bowl, measure out and then mix with an electric mixer to thoroughly combine:, 1 cup (245g) pumpkin (canned, or roast and puree your own), 1 cup (200g) sugar, 3/4 cup (160g) canola oil, 2 large (120g) eggs, 1 1/2 cups (180g) flour, 1/4 cup (40g) raisins, 2 teaspoons (5g) cinnamon, 1 teaspoon (5g) baking powder, 1/2 teaspoon (5g) baking soda, 1/2 teaspoon (3g) salt, 1/2 teaspoon (2g) vanilla extract, , Transfer to a greased cake pan or spring form and bake in an oven preheated to 350 F / 175 C until a toothpick comes out dry, about 20 minutes., , Notes Try adding dried pears soaked in brandy. You can also hold back some of the raisins and sprinkle them on top.One nice thing about high-ratio cakes is that they don’t have much gluten, so they won’t turn out like bread, even with excessive beating. With a total weight of 920 grams, of which only roughly 20 grams is gluten, there just isn’t enough gluten present in this cake to give it a bread-like texture. There’s also a fair amount of both sugar and fats to interfere with gluten development.",0,O'Reilly Media,2014-05-22 17:38:34 +0000,,0,0,2010-08-12 04:00:00 +0000,$34.99,0,,,,,0,,,,"Cooking for Geeks: Real Science, Great Hacks, and Good Food",,F55EE662-3676-4BB9-8F04-8A798DE460B0,,0,2.1,8.029999999999999,http://ecx.images-amazon.com/images/I/51pevMm2GdL.jpg
144937980X,Book,,,,,,us,"white, light blue, blue, grey, sky blue, yellow, pink, pale blue, light pink, orange, black, dark grey, teal, red",2014-05-22 20:49:59 +0000,"Casey Reas, Ben Fry",$4.92,,9781449379803,1,"ISBN13: 9781449379803, Condition: New",Paperback,"Computers & Technology, Reference",0.6,,144937980X,Book,,"English (Unknown), English (Original Language), English (Published)",8.4,,,0,0,0,0,1,,,210,,0,"Learn computer programming the easy way with Processing, a simple language that lets you use code to create drawings, animation, and interactive graphics. Programming courses usually start with theory, but this book lets you jump right into creative and fun projects. It's ideal for anyone who wants to learn basic programming, and serves as a simple introduction to graphics for people with some programming skills., , Written by the founders of Processing, this book takes you through the learning process one step at a time to help you grasp core programming concepts. You'll learn how to sketch with code -- creating a program with one a line of code, observing the result, and then adding to it. Join the thousands of hobbyists, students, and professionals who have discovered this free and educational community platform. Quickly learn programming basics, from variables to objectsUnderstand the fundamentals of computer graphicsGet acquainted with the Processing software development environmentCreate interactive graphics with easy-to-follow projectsUse the Arduino open source prototyping platform to control your Processing graphics",0,"Maker Media, Inc",2014-05-22 20:49:59 +0000,,0,0,2010-07-05 04:00:00 +0000,$19.99,0,,,,,0,,,,Getting Started with Processing,,D16711F1-EEC9-4C91-803E-6B50F8751DC6,,0,0.5,5.4,http://ecx.images-amazon.com/images/I/51NwGhn%2B0-L.jpg
,,,,,,,us,"pink, peach, purple, grey, mauve, salmon, tan, beige, light pink, red, white, magenta, maroon, rose, black, dark pink, light grey, dark purple, dark grey, pale pink, brown",2014-05-22 21:14:13 +0000,Kent Reisdorph,,,,,,,,0,,,Book,,,0,,,0,0,0,0,1,,,0,,0,,0,,2014-05-22 21:14:13 +0000,,0,0,,,0,,,,,0,,,,Sams Teach Yourself C++ in 5 Days,,074FCF2A-353D-434F-9B8F-8E8469468F3E,,0,0,0,
1449344216,Book,,,,,,us,"white, light blue, grey, pink, light pink, pale blue, black, blue, sky blue, yellow, dark grey",2014-05-22 17:08:38 +0000,"Matt Richardson, Shawn Wallace",$10.68,,9781449344214,1,,Paperback,"Computers & Technology, Engineering & Transportation, Reference, Education & Teaching",0.47,,1449344216,Book,,"English (Unknown), English (Original Language), English (Published)",8.43,,,0,0,0,0,1,,,176,,0,"What can you do with the Raspberry Pi, a $35 computer the size of a credit card? All sorts of things! If you’re learning how to program, or looking to build new electronic projects, this hands-on guide will show you just how valuable this flexible little platform can be., , This book takes you step-by-step through many fun and educational possibilities. Take advantage of several preloaded programming languages. Use the Raspberry Pi with Arduino. Create Internet-connected projects. Play with multimedia. With Raspberry Pi, you can do all of this and more. Get acquainted with hardware features on the Pi’s boardLearn enough Linux to move around the operating systemPick up the basics of Python and Scratch—and start programmingDraw graphics, play sounds, and handle mouse events with the Pygame frameworkUse the Pi’s input and output pins to do some hardware hackingDiscover how Arduino and the Raspberry Pi complement each otherIntegrate USB webcams and other peripherals into your projectsCreate your own Pi-based web server with Python",0,"Maker Media, Inc",2014-05-22 17:08:38 +0000,,0,0,2013-01-03 05:00:00 +0000,$14.99,0,,,,,0,,(Make: Projects),,Getting Started with Raspberry Pi,,1566D6CA-4B0A-4F0D-9D6D-06137C4DA5D2,,0,0.46,5.51,http://ecx.images-amazon.com/images/I/51itwAkRt0L.jpg
0262680823,Book,,,,,,us,"black, brown, dark purple, dark green, dark brown, forest green, dark blue, navy blue, purple, grey, maroon, blue, dark grey",2014-05-22 17:08:08 +0000,Curtis Roads,$30.00,,9780262680820,0,"Shipping Weight: 5.40 lbs, Manufacturer:, Genre:",Paperback,"Arts & Photography, Computers & Technology, Reference",2.28,,0262680823,Book,,"English (Unknown), English (Original Language), English (Published)",9.92,,,0,0,0,0,1,,,1234,,0,"The Computer Music Tutorial is a comprehensive text and reference that covers all aspects of computer music, including digital audio, synthesis techniques, signal processing, musical input devices, performance software, editing systems, algorithmic composition, MIDI, synthesizer architecture, system interconnection, and psychoacoustics. A special effort has been made to impart an appreciation for the rich history behind current activities in the field.Profusely illustrated and exhaustively referenced and cross-referenced, The Computer Music Tutorial provides a step-by-step introduction to the entire field of computer music techniques. Written for nontechnical as well as technical readers, it uses hundreds of charts, diagrams, screen images, and photographs as well as clear explanations to present basic concepts and terms. Mathematical notation and program code examples are used only when absolutely necessary. Explanations are not tied to any specific software or hardware.Curtis Roads has served as editor-in-chief of Computer Music Journal for more than a decade and is a recognized authority in the field. The material in this book was compiled and refined over a period of several years of teaching in classes at Harvard University, Oberlin Conservatory, the University of Naples, IRCAM, Les Ateliers UPIC, and in seminars and workshops in North America, Europe, and Asia.",0,The MIT Press,2014-05-22 17:08:08 +0000,,0,0,1996-02-27 05:00:00 +0000,$79.00,0,,,,,0,,(Technology),,The Computer Music Tutorial,,CBC6B134-8DFD-4CC0-8D38-E7E1C67300AA,,0,4.43,7.8,http://ecx.images-amazon.com/images/I/41x0ys1%2BY3L.jpg
0262681544,Book,,,,,,us,"brown, light brown, maroon",2014-05-22 17:37:48 +0000,Curtis Roads,$17.30,,9780262681544,,,Paperback,"Arts & Photography, Computers & Technology, Reference, Science & Math",0.8,,0262681544,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,424,,0,"Below the level of the musical note lies the realm of microsound, of sound particles lasting less than one-tenth of a second. Recent technological advances allow us to probe and manipulate these pinpoints of sound, dissolving the traditional building blocks of music -- notes and their intervals -- into a more fluid and supple medium. The sensations of point, pulse (series of points), line (tone), and surface (texture) emerge as particle density increases. Sounds coalesce, evaporate, and mutate into other sounds.Composers have used theories of microsound in computer music since the 1950s. Distinguished practitioners include Karlheinz Stockhausen and Iannis Xenakis. Today, with the increased interest in computer and electronic music, many young composers and software synthesis developers are exploring its advantages. Covering all aspects of composition with sound particles, Microsound offers composition theory, historical accounts, technical overviews, acoustical experiments, descriptions of musical works, and aesthetic reflections. The book is accompanied by an audio CD of examples.",0,The MIT Press,2014-05-22 17:37:48 +0000,,0,0,2004-08-20 04:00:00 +0000,$36.00,0,,,,,0,,,,Microsound,,9AD241A0-5154-41F5-98DF-717EBAE08377,,0,1.72,8,http://ecx.images-amazon.com/images/I/515GWCGM8GL.jpg
389955082X,Book,,,,,,us,"grey, black, dark grey, purple, dark purple, green, brown, teal, dark blue, blue, dark green, pink, navy blue, mauve, tan, orange, beige, forest green, red, olive green",2014-05-22 17:34:36 +0000,"Aslak Gurholt Ronsen, Espen Friberg",$30.93,,9783899550825,,Used Book in Good Condition,Paperback,Arts & Photography,0.63,,389955082X,Book,,"English (Unknown), English (Original Language), English (Published)",10.71,,,0,0,0,0,1,,,139,,0,"Yokoland, , Young Norwegian designers Aslak Gurholt Rønsen and Espen Friberg, who have been collaborating on projects since they met in high school at the age of 16, inhabit Yokoland. Together they create design, illustration and art that are idyllic, humorous and poetic without ever being mawkish some of which has been featured in Hidden Track. Being one of the most inventive design studios of today, Yokoland skillfully blends their Scandinavian approach to design into their work melding elegant humor and human touch, exploring new ways of creating graphic design solutions to stunning effect., , This book takes you on their adventures and features the best of Yokoland’s work containing a range of their as yet relatively unknown work that brings different styles and surprising contrasts in a highly original way. Yokoland’s distinctive design can be aptly summarized by their record label’s company slogan: ""We’re so underground that we’re almost in China"".",0,Gestalten Verlag,2014-05-22 17:34:36 +0000,,0,0,2006-02-01 05:00:00 +0000,$45.00,0,,,,,0,,,,Yokoland,,04758333-FFF3-4692-8ACF-929E94DD94BA,,0,1.59,8.5,http://ecx.images-amazon.com/images/I/61sxqoq91DL.jpg
0321334892,Book,,,,,,us,"orange, grey, blue, black, tan, dark blue, purple, brown, yellow, dark grey, light orange, white, light blue, dark purple, navy blue, beige, dark green, green, red, pink, mustard, peach, sky blue, gold",2014-05-22 17:07:00 +0000,Randi J. Rost,$0.14,,9780321334893,2,,Paperback,"Computers & Technology, Reference",1.97,,0321334892,Book,,"English (Unknown), English (Original Language), English (Published)",9.130000000000001,,,0,0,0,0,1,,,800,,0,"""As the 'Red Book' is known to be the gold standard for OpenGL, the 'Orange Book' is considered to be the gold standard for the OpenGL Shading Language. With Randi's extensive knowledge of OpenGL and GLSL, you can be assured you will be learning from a graphics industry veteran. Within the pages of the second edition you can find topics from beginning shader development to advanced topics such as the spherical harmonic lighting model and more."", , —David Tommeraasen, CEO/Programmer, Plasma Software, , ""This will be the definitive guide for OpenGL shaders; no other book goes into this detail. Rost has done an excellent job at setting the stage for shader development, what the purpose is, how to do it, and how it all fits together. The book includes great examples and details, and good additional coverage of 2.0 changes!"", , —Jeffery Galinovsky, Director of Emerging Market Platform Development, Intel Corporation, , ""The coverage in this new edition of the book is pitched just right to help many new shader-writers get started, but with enough deep information for the 'old hands.'"", , —Marc Olano, Assistant Professor, University of Maryland, , ""This is a really great book on GLSL—well written and organized, very accessible, and with good real-world examples and sample code. The topics flow naturally and easily, explanatory code fragments are inserted in very logical places to illustrate concepts, and all in all, this book makes an excellent tutorial as well as a reference."", , —John Carey, Chief Technology Officer, C.O.R.E. Feature Animation, , OpenGL® Shading Language, Second Edition, extensively updated for OpenGL 2.0, is the experienced application programmer's guide to writing shaders. Part reference, part tutorial, this book thoroughly explains the shift from fixed-functionality graphics hardware to the new era of programmable graphics hardware and the additions to the OpenGL API that support this programmability. With OpenGL and shaders written in the OpenGL Shading Language, applications can perform better, achieving stunning graphics effects by using the capabilities of both the visual processing unit and the central processing unit., , In this book, you will find a detailed introduction to the OpenGL Shading Language (GLSL) and the new OpenGL function calls that support it. The text begins by describing the syntax and semantics of this high-level programming language. Once this foundation has been established, the book explores the creation and manipulation of shaders using new OpenGL function calls., , OpenGL® Shading Language, Second Edition, includes updated descriptions for the language and all the GLSL entry points added to OpenGL 2.0; new chapters that discuss lighting, shadows, and surface characteristics; and an under-the-hood look at the implementation of RealWorldz, the most ambitious GLSL application to date. The second edition also features 18 extensive new examples of shaders and their underlying algorithms, including Image-based lightingLighting with spherical harmonicsAmbient occlusionShadow mappingVolume shadows using deferred lightingWard's BRDF model, , The color plate section illustrates the power and sophistication of the OpenGL Shading Language. The API Function Reference at the end of the book is an excellent guide to the API entry points that support the OpenGL Shading Language. Also included is a convenient Quick Reference Card to GLSL.",0,Addison-Wesley Professional,2014-05-22 17:07:00 +0000,,0,0,2006-02-04 05:00:00 +0000,$69.99,0,,,,,0,,(2nd Edition),,OpenGL® Shading Language,,AC39E83F-2DAE-4D87-9E89-04C685711C68,,0,0.66,6.93,http://ecx.images-amazon.com/images/I/51PQEHSA0XL.jpg
1933517573,Book,,,,,,us,"white, grey, cream, off white, pink, light pink, light blue, light grey, beige, black, dark grey, brown",2014-05-22 17:07:38 +0000,Mary Ruefle,$13.66,,9781933517575,First Edition,,Paperback,"Literature & Fiction, Reference",1.1,,1933517573,Book,,"English (Unknown), English (Original Language), English (Published)",7.9,,,0,0,0,0,1,,,352,,0,"This is one of the wisest books I've read in years... New York Times Book Review, , No writer I know of comes close to even trying to articulate the weird magic of poetry as Ruefle does. She acknowledges and celebrates in the odd mystery and mysticism of the actthe fact that poetry must both guard and reveal, hint at and pull back... Also, and maybe most crucially, Ruefle’s work is never once stuffy or overdone: she writes this stuff with a level of seriousness-as-play that’s vital and welcome, that doesn’t make writing poetry sound anything but wild, strange, life-enlargening fun. -The Kenyon Review, , Profound, unpredictable, charming, and outright funny...These informal talks have far more staying power and verve than most of their kind. Readers may come away dazzled, as well as amused... Publishers Weekly, , This is a book not just for poets but for anyone interested in the human heart, the inner-life, the breath exhaling a completion of an idea that will make you feel changed in some way. This is a desert island book. Matthew Dickman, , The accomplished poet is humorous and self-deprecating in this collection of illuminating essays on poetry, aesthetics and literature... San Francisco Examiner, , Over the course of fifteen years, Mary Ruefle delivered a lecture every six months to a group of poetry graduate students. Collected here for the first time, these lectures include ""Poetry and the Moon,"" ""Someone Reading a Book Is a Sign of Order in the World,"" and ""Lectures I Will Never Give."" Intellectually virtuosic, instructive, and experiential, Madness, Rack, and Honey resists definition, demanding instead an utterand utterly pleasurableimmersion. Finalist for the 2012 National Book Critics Circle Award., , Mary Ruefle has published more than a dozen books of poetry, prose, and erasures. She lives in Vermont.",0,Wave Books,2014-05-22 17:07:38 +0000,,0,0,2012-08-14 04:00:00 +0000,$25.00,0,,,,,0,,,,"Madness, Rack, and Honey: Collected Lectures",,3B3476A7-C7D7-479D-8070-367696B132A7,,0,1.05,5.5,http://ecx.images-amazon.com/images/I/41jjmKeeedL.jpg
,,,,,,,us,"blue, light blue, grey, sky blue, teal",2014-05-22 20:55:23 +0000,"Atsushi Tadokoro, Akiko Saito",,,,,,,,0,,978-4-86100-869-6,Book,,,0,,,0,0,0,0,1,,,0,,0,,0,,2014-05-22 20:55:23 +0000,,0,0,,,0,,,,,0,,,,Beyond Interaction,,1FC4BF34-0E65-485C-BA04-466ECEF002DB,,0,0,0,
2847110003,Book,,,,,,us,"white, pink, light blue, light pink, pale blue, grey",2014-05-22 17:39:49 +0000,"Mark Sanchez, Jerome Sans",$6.35,,9782847110005,0,,Paperback,"Arts & Photography, Reference",0.9,,2847110003,Book,,"English (Unknown), English (Original Language), English (Published)",8.199999999999999,,,0,0,0,0,1,,,264,,0,"Read from one direction in English, 127 pages; read from the other in French, 137 pages. Softcover volume, bound with stiff printed paper French fold covers. Illustrated with printed pictograms.",0,Palais de Tokyo,2014-05-22 17:39:49 +0000,,0,0,2002-03-01 05:00:00 +0000,$42.31,0,,,,,0,,,,What Do You Expect from an Art Institution in the 21st Century?,,5ADF4569-0461-45BC-8CD0-882BEA9F9ED1,,0,1.15,5.6,http://ecx.images-amazon.com/images/I/313CQ55JGHL.jpg
,,,,,,,us,"grey, purple, blue, dark purple, dark grey, dark blue, navy blue, black",2014-05-22 20:57:54 +0000,Euphrates + Masahiko Sato,,,1920071025001,,,,,0,,,Movie,,,0,,,0,0,0,0,1,,,0,,0,,0,,2014-05-22 20:57:54 +0000,,0,0,,,0,,,,,0,,,,Midnight Animation,,D8CDE985-1ECC-4971-982A-60BCBBCE105F,,0,0,0,
0136083811,Book,,,,,,us,"brown, tan, light brown, green, black, grey, olive green, dark brown, beige, peach, orange, dark green, white",2014-05-22 17:38:00 +0000,Walter Savitch,$15.00,,9780136083818,4,,Paperback,"Computers & Technology, Reference",1.4,,0136083811,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,984,,0,"KEY BENEFIT: C++ programming concepts and techniques are presented in a straightforward style using understandable language and code. KEY TOPICS: C++ Basics; Flow of Control; Function Basics; Parameters and Overloading; Arrays; Structures and Classes; Constructors; Operator Overloading, Friends, and References; Strings; Pointers and Dynamic Arrays; Separate Compilation and Namespaces; Streams and File I/O; Recursion; Inheritance; Polymorphism and Virtual Functions; Templates; Linked Data Structures; Exception Handling; Standard Template Library; Patterns and UML. MARKET: Useful for both beginning and intermediate C++ programmers.",0,Addison-Wesley,2014-05-22 17:38:00 +0000,,0,0,2009-03-13 04:00:00 +0000,$141.20,0,,,,,0,,(4th Edition),,Absolute C++,,0FE838E8-C92A-43D7-B988-4F536122A2B9,,0,3.1,7.4,http://ecx.images-amazon.com/images/I/51-1NsqUl5L.jpg
1430219483,Book,,,,,,us,"purple, black, yellow, dark purple, orange, lavender, light purple, mauve, dark green, brown, mustard, grey, gold",2014-05-22 19:54:09 +0000,Peter Seibel,$4.55,,9781430219484,1,,Paperback,"Business & Money, Computers & Technology, Reference",1.42,,1430219483,Book,,"English (Unknown), English (Original Language), English (Published)",8.98,,,0,0,0,0,1,,,632,,0,"Peter Seibel interviews 15 of the most interesting computer programmers alive today in Coders at Work, offering a companion volume to Apress’s highly acclaimed best-seller Founders at Work by Jessica Livingston. As the words “at work” suggest, Peter Seibel focuses on how his interviewees tackle the day-to-day work of programming, while revealing much more, like how they became great programmers, how they recognize programming talent in others, and what kinds of problems they find most interesting., , Hundreds of people have suggested names of programmers to interview on the Coders at Work web site: www.codersatwork.com. The complete list was 284 names. Having digested everyone’s feedback, we selected 15 folks who’ve been kind enough to agree to be interviewed: Frances Allen: Pioneer in optimizing compilers, first woman to win the Turing Award (2006) and first female IBM fellowJoe Armstrong: Inventor of ErlangJoshua Bloch: Author of the Java collections framework, now at GoogleBernie Cosell: One of the main software guys behind the original ARPANET IMPs and a master debuggerDouglas Crockford: JSON founder, JavaScript architect at Yahoo!L. Peter Deutsch: Author of Ghostscript, implementer of Smalltalk-80 at Xerox PARC and Lisp 1.5 on PDP-1Brendan Eich: Inventor of JavaScript, CTO of the Mozilla CorporationBrad Fitzpatrick: Writer of LiveJournal, OpenID, memcached, and PerlbalDan Ingalls: Smalltalk implementor and designerSimon Peyton Jones: Coinventor of Haskell and lead designer of Glasgow Haskell CompilerDonald Knuth: Author of The Art of Computer Programming and creator of TeXPeter Norvig: Director of Research at Google and author of the standard text on AIGuy Steele: Coinventor of Scheme and part of the Common Lisp Gang of Five, currently working on FortressKen Thompson: Inventor of UNIXJamie Zawinski: Author of XEmacs and early Netscape/Mozilla hackerWhat you’ll learn How the best programmers in the world do their jobs!Who this book is for, , Programmers interested in the point of view of leaders in the field. Programmers looking for approaches that work for some of these outstanding programmers. Table of Contents Jamie ZawinskiBrad FitzpatrickDouglas CrockfordBrendan EichJoshua BlochJoe ArmstrongSimon Peyton JonesPeter NorvigGuy SteeleDan IngallsL Peter DeutschKen ThompsonFran AllenBernie CosellDonald Knuth",0,Apress,2014-05-22 19:54:09 +0000,,0,0,2009-09-15 04:00:00 +0000,$29.99,0,,,,,0,,,,Coders at Work: Reflections on the Craft of Programming,,673EE977-4D25-4498-8185-F08DD4F6A3B2,,0,1.89,5.98,http://ecx.images-amazon.com/images/I/51sgFGIjHjL.jpg
0985930802,Book,,,,,,us,"pink, magenta, hot pink, red",2014-05-22 17:37:54 +0000,Daniel Shiffman,$13.30,,9780985930806,1,,Paperback,"Arts & Photography, Computers & Technology, Reference",1.4,,0985930802,Book,,"English (Unknown), English (Original Language), English (Published)",9.199999999999999,,,0,0,0,0,1,,,520,,0,"How can we capture the unpredictable evolutionary and emergent properties of nature in software? How can understanding the mathematical principles behind our physical world help us to create digital worlds? This book focuses on a range of programming strategies and techniques behind computer simulations of natural systems, from elementary concepts in mathematics and physics to more advanced algorithms that enable sophisticated visual results. Readers will progress from building a basic physics engine to creating intelligent moving objects and complex systems, setting the foundation for further experiments in generative design. Subjects covered include forces, trigonometry, fractals, cellular automata, self-organization, and genetic algorithms. The book's examples are written in Processing, an open-source language and development environment built on top of the Java programming language. On the book's website (http://www.natureofcode.com), the examples run in the browser via Processing's JavaScript mode.",0,The Nature of Code,2014-05-22 17:37:54 +0000,,0,0,2012-12-13 05:00:00 +0000,$29.95,0,,,,,0,,,,The Nature of Code: Simulating Natural Systems with Processing,,0B8B3F33-EB3C-4D8F-A320-530C41203091,,0,1.95,7.5,http://ecx.images-amazon.com/images/I/51amp%2BlqryL.jpg
053495393X,Book,,,,,,us,"blue, dark blue, navy blue, purple, grey, lavender, tan, brown, dark purple, light purple, light blue, beige, light brown",2014-05-22 17:36:35 +0000,"Milan Sonka, Vaclav Hlavac, Roger Boyle",$25.94,,9780534953935,2,,Hardcover,"Computers & Technology, Engineering & Transportation, Reference, Science & Math",1.42,,053495393X,Book,,"English (Unknown), English (Original Language), English (Published)",9.289999999999999,,,0,0,0,0,1,,,770,,0,"This robust text provides deep and wide coverage of the full range of topics encountered in the field of image processing and machine vision. As a result, it can serve undergraduates, graduates, researchers, and professionals looking for a readable reference. The book's encyclopedic coverage of topics is wider than that found in any competing book, and it can be used in more than one course (both image processing and machine vision classes). In addition, while advanced mathematics is not needed to understand basic concepts (making this a good choice for undergraduates), rigorous mathematical coverage is included for more advanced readers. This text is especially strong and up-to-date in its treatment of 3D vision, with many topics not covered at all in competing books. It is also distinguished by its easy-to-understand algorithm descriptions of difficult concepts, and a wealth of carefully selected problems and examples that can be worked with any general-purpose image processing software package or programming environment.",0,CL-Engineering,2014-05-22 17:36:35 +0000,,0,0,1998-09-30 04:00:00 +0000,$206.95,0,,,,,0,,,,Image Processing: Analysis and Machine Vision,,84CF5147-5A7C-4194-A31F-4E019883BBF5,,0,0.88,7.48,http://ecx.images-amazon.com/images/I/51RQ4c%2BA0VL.jpg
1593274246,Book,,,,,,us,"beige, yellow, white, cream, black, pale yellow, grey, blue, light blue, dark grey, tan, light yellow, pink, light pink, dark green, off white, brown, dark purple, peach, dark blue, sky blue, purple",2014-05-22 17:24:29 +0000,V. Anton Spraul,$18.13,,9781593274245,1,Used Book in Good Condition,Paperback,"Computers & Technology, Reference",0.9,,1593274246,Book,,"English (Unknown), English (Original Language), English (Published)",9.1,,,0,0,0,0,1,,,256,,0,"Rewire your brain, , Examples in this book are written in C++, but will improve your ability to think like a programmer in any language., , The real challenge of programming isn't learning a language's syntax—it's learning to creatively solve problems so you can build something great. In this one-of-a-kind text, author V. Anton Spraul breaks down the ways that programmers solve problems and teaches you what other introductory books often ignore: how to Think Like a Programmer. Each chapter tackles a single programming concept, like classes, pointers, and recursion, and open-ended exercises throughout challenge you to apply your knowledge. You'll also learn how to:, , Split problems into discrete components to make them easier to solveMake the most of code reuse with functions, classes, and librariesPick the perfect data structure for a particular jobMaster more advanced programming tools like recursion and dynamic memoryOrganize your thoughts and develop strategies to tackle particular types of problems, , Although the book's examples are written in C++, the creative problem-solving concepts they illustrate go beyond any particular language; in fact, they often reach outside the realm of computer science. As the most skillful programmers know, writing great code is a creative art—and the first step in creating your masterpiece is learning to Think Like a Programmer.",0,No Starch Press,2014-05-22 17:24:29 +0000,,0,0,2012-08-11 04:00:00 +0000,$34.95,0,,,,,0,,,,Think Like a Programmer: An Introduction to Creative Problem Solving,,D8B542A2-9474-4A7F-9502-C84C611AF467,,0,1.08,6.9,http://ecx.images-amazon.com/images/I/51JtAXdl1JL.jpg
